const combinationprogression = [name, 'combprog0', 'combprog10', 'combprog20', 'combprog30', 'combprog31']; // progression type 1
const categoryprogression = [name, 'catprog0', 'catprog10', 'catprog20', 'catprog30', 'catprog31']; // progression type 2
const standardprogression = [name, 'stdprog0', 'stdprog10', 'stdprog20', 'stdprog30', 'stdprog31']; // progression type 3
const spellprogression = [name, 'spellprog0', 'spellprog10', 'spellprog20', 'spellprog30', 'spellprog31']; // progression type 4 ; spells and special progression
const bodydevprogression = ['bodydevprog0', 'bodydevprog10', 'bodydevprog20', 'bodydevprog30', 'bodydevprog31']; // progression type 5 ; body development progression.  This is being setup in the race setup table already, but it is used to calculate bodydev.
const ppdevprogression = ['ppdevprog0', 'ppdevprog10', 'ppdevprog20', 'ppdevprog30', 'ppdevprog31']; // progression type 6; power point development progression
const customprogression1 = [name, 'cust1prog0', 'cust1prog10', 'cust1prog20', 'cust1prog30', 'cust1prog31']; // progression type 7
const customprogression2 = [name, 'cust2prog0', 'cust2prog10', 'cust2prog20', 'cust2prog30', 'cust2prog31']; // progression type 8
const realmrelated = ['realmselect', 'realm'];  // realm could be considered a stat as it's used as one for spell list and power point development.  It's just created differently.	
const stat = ['agility', 'constitution', 'memory', 'reasoning', 'selfdiscipline', 'empathy', 'intuition', 'presence', 'quickness', 'strength'];  // these are the temporary stats (potentials are for reference only)
const statsuffixes = ['basebonus', 'racial', 'special'];  // these are preceded by ag, co, me, re, sd, em, in, pr, qu, and st:  technically 'bonus' is one as well.
const statbonuses = ['agbonus', 'cobonus', 'mebonus', 'rebonus', 'sdbonus', 'embonus', 'inbonus', 'prbonus', 'qubonus', 'stbonus'];
const configs = ['allcalc', 'statcalc', 'devpointcalc', 'skillcalc', 'levelexpcalc', 'racialcalc', 'professioncalc', 'copyob', 'variablestatbonuscalc']; // all those toggles which decide what bits should be calculated.  Allcalc just turns off or on all the rest of the toggles excluding variablestatbonuscalc.
const other = ['skillrecalc'];  //tries to force a recopy of category bonuses and stats and recalculation of skills in case something is off.
skill categories = ['cat-armor-heavy-', 'cat-armor-light-', 'cat-armor-med-', 'cat-artistic-active-', 'cat-artistic-passive-', 'cat-athletic-brawn-', 'cat-athletic-endur-', 'cat-athletic-gym-', 'cat-aware-search-', 'cat-aware-senses-',  'cat-communications-', 'cat-directed-spells-', 'cat-influence-', 'cat-lore-general-', 'cat-lore-magical-', 'cat-lore-obscure-', 'cat-lore-technical-', 'cat-ma-striking-', 'cat-ma-sweeps-', 'cat-outdoor-animal-', 'cat-outdoor-environ-', 'cat-power-awareness-', 'cat-science-basic-', 'cat-self-control-', 'cat-subterfuge-attack-', 'cat-subterfuge-mechanics-', 'cat-subterfuge-stealth-', 'cat-tech-general-', 'cat-urban-', 'cat-weapon-1hconcussion-', 'cat-weapon-1hedged-', 'cat-weapon-2handed-', 'cat-weapon-missile-', 'cat-weapon-missileartillery-', 'cat-weapon-thrown-', 'cat-weapon-polearms-', 'cat-aware-percept-', 'cat-combat-maneuvers-', 'cat-crafts-', 'cat-power-manipulation-', 'cat-science-specialized-', 'cat-special-attacks-', 'cat-tech-professional-', 'cat-tech-vocational-'] // 'cat-special-defenses-' is not on this list because it has no stats and no progression, etc.

skill category (stat1, stat2, progression)
cat-armor-heavy- (stbonus, agbonus, categoryprogression)
cat-armor-light- (agbonus, stbonus, categoryprogression)
cat-armor-med- (stbonus, agbonus, categoryprogression)
cat-artistic-active- (prbonus, embonus, categoryprogression)
cat-artistic-passive- (embonus, inbonus, categoryprogression)
cat-athletic-brawn- (stbonus, cobonus, categoryprogression)
cat-athletic-endur- (cobonus, agbonus, categoryprogression)
cat-athletic-gym- (agbonus, qubonus, categoryprogression)
cat-aware-percept- (inbonus, sdbonus, 0)
cat-aware-search- (inbonus, rebonus, categoryprogression)
cat-aware-senses- (inbonus, sdbonus, categoryprogression)
cat-combat-maneuvers- (agbonus, qubonus, 0)
cat-communications- (rebonus, mebonus, categoryprogression)
cat-crafts- (agbonus, mebonus, 0)
cat-directed-spells- (agbonus, sdbonus, categoryprogression)
cat-influence- (prbonus, embonus, categoryprogression)
cat-lore-general- (mebonus, rebonus, categoryprogression)
cat-lore-magical- (mebonus, rebonus, categoryprogression)
cat-lore-obscure- (mebonus, rebonus, categoryprogression)
cat-lore-technical- (mebonus, rebonus, categoryprogression)
cat-ma-striking- (stbonus, agbonus, categoryprogression)
cat-ma-sweeps- (agbonus, stbonus, categoryprogression)
cat-outdoor-animal- (embonus, agbonus, categoryprogression)
cat-outdoor-environ- (sdbonus, inbonus, categoryprogression)
cat-power-awareness- (embonus, inbonus, categoryprogression)
cat-power-manipulation- (embonus, inbonus, categoryprogression)
cat-science-basic- (rebonus, mebonus, categoryprogression)
cat-science-specialized- (rebonus, mebonus, 0)
cat-self-control- (sdbonus, prbonus, categoryprogression)
cat-special-attacks- (stbonus, agbonus, 0)
cat-special-defenses- (0, 0, 0)
cat-subterfuge-attack- (agbonus, sdbonus, categoryprogression)
cat-subterfuge-mechanics- (inbonus, agbonus, categoryprogression)
cat-subterfuge-stealth- (agbonus, sdbonus, categoryprogression)
cat-tech-general- (rebonus, mebonus, categoryprogression)
cat-tech-professional- (rebonus, mebonus, 0)
cat-tech-vocational- (mebonus, inbonus, 0)
cat-urban- (inbonus, prbonus, categoryprogression)
cat-weapon-1hconcussion- (stbonus, agbonus, categoryprogression)
cat-weapon-1hedged- (stbonus, agbonus, categoryprogression)
cat-weapon-2handed- (stbonus, agbonus, categoryprogression)
cat-weapon-missile- (agbonus, stbonus, categoryprogression)
cat-weapon-missileartillery- (inbonus, agbonus, categoryprogression)
cat-weapon-polearms- (stbonus, agbonus, categoryprogression)
cat-weapon-thrown- (agbonus, stbonus, categoryprogression)

skills = ['plate', 'softleather', 'rigidleather', 'chain', 'acting', 'dancing', 'mimery', 'mimicry', 'playinstrument1', 'playinstrument2', 'playinstrument3', 'poeticimprov', 'singing', 'taletelling', 'ventriloquism', 'music', 'painting', 'poetry', 'sculpting', 'athleticgamesbrawn1', 'athleticgamesbrawn2', 'athleticgamesbrawn3', 'jumping', 'powerstriking', 'powerthrowing', 'weightlifting', 'athleticgamesendur1', 'athleticgamesendur2', 'athleticgamesendur3', 'distancerunning', 'rowing', 'scaling', 'sprinting', 'swimming', 'acrobatics', 'athleticgamesgym1', 'athleticgamesgym2', 'athleticgamesgym3', 'climbing', 'contortions', 'diving', 'flyglide', 'juggling', 'polevaulting', 'rappelling', 'skating', 'skiing', 'stiltwalking', 'surfing', 'tightrope', 'tumbling', 'alertness', 'senseambush', 'detecttraps', 'lieperception', 'locatehidden', 'observation', 'poisonperception', 'readtracks', 'surveillance', 'tracking', 'directionsense', 'realityawareness', 'senseawareness1', 'sitawareness1', 'sla', 'timesense', 'awaresenses1', 'awaresenses2', 'awaresenses3', 'adrenaldeflecting', 'mountedcombat', 'quickdraw', 'reversestroke1', 'subdual', 'swashbuckling', 'tumbleevade', 'twoweaponfighting1', 'combatmaneuvers1', 'combatmaneuvers2', 'combatmaneuvers3', 'repeating_langs_languagespoken', 'repeating_langs_languagewrittenranks', 'lipreading', 'signaling', 'cooking', 'fletching', 'leathercrafts', 'metalcrafts', 'ropemastery', 'scribing', 'sewing', 'skinning', 'stonecrafts', 'trapping', 'woodcrafts', 'craft15', 'craft16', 'firebolt', 'icebolt', 'lightningbolt', 'shockbolt', 'waterbolt', 'boltattack6', 'bribery', 'diplomacy', 'duping', 'interrogation', 'leadership', 'propaganda', 'publicspeaking', 'seduction', 'trading', 'culturelore1', 'faunalore', 'floralore', 'heraldry', 'history', 'philosophy', 'regionlore1', 'religion', 'loregeneral1', 'loregeneral2', 'loregeneral3', 'artifactlore', 'circlelore', 'planarlore', 'spelllore', 'symbollore', 'undeadlore', 'wardinglore', 'demondevillore', 'dragonlore', 'faerielore', 'xenolore1', 'xenolore2', 'xenolore3', 'herblore', 'locklore', 'metallore', 'poisonlore', 'stonelore', 'tradinglore', 'boxing', 'striking1', 'striking2', 'striking3', 'striking4', 'tackling', 'blocking', 'sweeps1', 'sweeps2', 'sweeps3', 'sweeps4', 'wrestling', 'animalhandling1', 'animalhealing1', 'animalmastery', 'animaltraining1', 'driving1', 'herding1', 'riding1', 'outdooranimal1', 'outdooranimal2', 'outdooranimal3', 'caving', 'foraging', 'hunting', 'stargazing', 'survival1', 'survival2', 'survival3', 'weatherwatching', 'attunement', 'divination1', 'divination2', 'divination3', 'powerperception', 'readrunes', 'channeling', 'magicritual', 'spellmastery1', 'spellmastery2', 'spellmastery3', 'transcendarmor',  'basicmath', 'research', 'advancedmath', 'anthropology1', 'alchemy', 'astronomy', 'biochemistry', 'psychology', 'specscience1', 'specscience2', 'adrenalbalance', 'adrenalconcentration', 'adrenallanding', 'adrenalleaping', 'adrenalquickdraw', 'adrenalspeed', 'adrenalstabilization', 'adrenalstrength', 'cleansingtrance', 'controllycanthropy', 'deathtrance', 'frenzy', 'healingtrance', 'meditation', 'mnemonics', 'sleeptrance', 'stunnedmaneuvering', 'brawling', 'disarmarmedvs1h', 'disarmarmedvs2h', 'disarmarmedvspolearm', 'disarmarmedvs2wcombo', 'disarmunarmedvs1hedged', 'disarmunarmedvs2h', 'disarmunarmedvspolearm', 'disarmunarmedvs1hconcussion', 'jousting', 'adrenaldefense', 'adrenaltoughness', 'ambush', 'silentkill', 'camouflage', 'disarmingtraps', 'disguise', 'counterfeiting', 'forgery1', 'hidingitems', 'picklocks', 'settraps', 'trapbuilding', 'usepoison', 'subtermech1', 'subtermech2', 'hiding', 'pickpockets', 'stalking', 'trickery', 'begging', 'firstaid', 'gambling', 'mapping', 'operatingequipment', 'orienteering', 'sailing', 'tacticalgames', 'useprepherbs', 'advertising', 'architecture', 'diagnostics1', 'dowsing', 'engineering1', 'mechanition1', 'militaryorg1', 'mining1', 'secondaid', 'surgery', 'techprof1', 'techprof2', 'techprof3', 'administration', 'appraisal', 'boatpilot1', 'cartography', 'evalarmor', 'evalmetal', 'evalstone', 'evalweapon', 'gimmickry', 'hypnosis', 'midwifery', 'navigation', 'prepareherbs', 'preparepoisons', 'siegeengineering', 'tactics', 'techvoc1', 'techvoc2', 'contacting', 'mingling', 'scrounging', 'streetwise', 'weapon1hc1', 'weapon1hc2', 'weapon1hc3', 'weapon1he1', 'weapon1he2', 'weapon1he3', 'weapon2hand1', 'weapon2hand2', 'weapon2hand3', 'weaponmissile1', 'weaponmissile2', 'weaponmissile3', 'weaponmissileart1', 'weaponmissileart2', 'weaponmissileart3', 'weaponthrown1', 'weaponthrown2', 'weaponthrown3', 'weaponpolearm1', 'weaponpolearm2', 'weaponpolearm3', 'drafting', 'horticulture', 'service', 'repeating_skills_skillranks'];  // drafting, horticulture, service skills were apparently forgotten in the original.  that will be fixed. :)

skill (category bonus, stat1, stat2, progression)    // **dropdown** is listed below for the few skills that are setup to allow a choice in stat.  
outdooranimal3 (cat-outdoor-animal, embonus, **dropdown**, standardprogression)
caving (cat-outdoor-environ, mebonus, mebonus, standardprogression)
foraging (cat-outdoor-environ, mebonus, embonus, standardprogression)
hunting (cat-outdoor-environ, mebonus, embonus, standardprogression)
stargazing (cat-outdoor-environ, mebonus, mebonus, standardprogression)
survival1 (cat-outdoor-environ, mebonus, inbonus, standardprogression)
survival2 (cat-outdoor-environ, mebonus, inbonus, standardprogression)
survival3 (cat-outdoor-environ, mebonus, inbonus, standardprogression)
weatherwatching (cat-outdoor-environ, mebonus, inbonus, standardprogression)
attunement (cat-power-awareness, prbonus, prbonus, standardprogression)
divination1 (cat-power-awareness, prbonus, inbonus, standardprogression)
divination2 (cat-power-awareness, prbonus, inbonus, standardprogression)
divination3 (cat-power-awareness, prbonus, inbonus, standardprogression)
powerperception (cat-power-awareness, prbonus, prbonus, standardprogression)
readrunes (cat-power-awareness, prbonus, mebonus, standardprogression)
channeling (cat-power-manipulation, prbonus, sdbonus, combinedprogression)
magicritual (cat-power-manipulation, prbonus, sdbonus, combinedprogression)
spellmastery1 (cat-power-manipulation, prbonus, prbonus, combinedprogression)
spellmastery2 (cat-power-manipulation, prbonus, prbonus, combinedprogression)
spellmastery3 (cat-power-manipulation, prbonus, prbonus, combinedprogression)
transcendarmor (cat-power-manipulation, prbonus, prbonus, combinedprogression)
basicmath (cat-science-basic, rebonus, rebonus, standardprogression)
research (cat-science-basic, rebonus, sdbonus, standardprogression)
advancedmath (cat-science-specialized, rebonus, rebonus, combinedprogression)
anthropology1 (cat-science-specialized, rebonus, embonus, combinedprogression)
alchemy (cat-science-specialized, rebonus, inbonus, combinedprogression)
astronomy (cat-science-specialized, rebonus, prbonus, combinedprogression)
biochemistry (cat-science-specialized, rebonus, inbonus, combinedprogression)
psychology (cat-science-specialized, rebonus, prbonus, combinedprogression)
specscience1 (cat-science-specialized, rebonus, **dropdown**, combinedprogression)
specscience2 (cat-science-specialized, rebonus, **dropdown**, combinedprogression)
adrenalbalance (cat-self-control, sdbonus, agbonus, standardprogression)
adrenalconcentration (cat-self-control, sdbonus, prbonus, standardprogression)
adrenallanding (cat-self-control, sdbonus, agbonus, standardprogression)
adrenalleaping (cat-self-control, sdbonus, stbonus, standardprogression)
adrenalquickdraw (cat-self-control, sdbonus, agbonus, standardprogression)
adrenalspeed (cat-self-control, sdbonus, qubonus, standardprogression)
adrenalstabilization (cat-self-control, sdbonus, sdbonus, standardprogression)
adrenalstrength (cat-self-control, sdbonus, stbonus, standardprogression)
cleansingtrance (cat-self-control, sdbonus, sdbonus, standardprogression)
controllycanthropy (cat-self-control, sdbonus, sdbonus, standardprogression)
deathtrance (cat-self-control, sdbonus, sdbonus, standardprogression)
frenzy (cat-self-control, sdbonus, sdbonus, standardprogression)
healingtrance (cat-self-control, sdbonus, embonus, standardprogression)
meditation (cat-self-control, sdbonus, sdbonus, standardprogression)
mnemonics (cat-self-control, sdbonus, mebonus, standardprogression)
sleeptrance (cat-self-control, sdbonus, sdbonus, standardprogression)
stunnedmaneuvering (cat-self-control, sdbonus, prbonus, standardprogression)
brawling (cat-special-attacks, sdbonus, stbonus, combinedprogression)
disarmarmedvs1h (cat-special-attacks, sdbonus, agbonus, combinedprogression)
disarmarmedvs2h (cat-special-attacks, sdbonus, agbonus, combinedprogression)
disarmarmedvspolearm (cat-special-attacks, sdbonus, agbonus, combinedprogression)
disarmarmedvs2wcombo (cat-special-attacks, sdbonus, agbonus, combinedprogression)
disarmunarmedvs1hedged (cat-special-attacks, sdbonus, agbonus, combinedprogression)
disarmunarmedvs2h (cat-special-attacks, sdbonus, agbonus, combinedprogression)
disarmunarmedvspolearm (cat-special-attacks, sdbonus, agbonus, combinedprogression)
disarmunarmedvs1hconcussion (cat-special-attacks, sdbonus, agbonus, combinedprogression)
jousting (cat-special-attacks, sdbonus, sdbonus, combinedprogression)
adrenaldefense (cat-special-defenses, 0, 0, combinedprogression)
adrenaltoughness (cat-special-defenses, 0, 0, combinedprogression)
ambush (cat-subterfuge-attack, inbonus, inbonus, standardprogression)
silentkill (cat-subterfuge-attack, inbonus, inbonus, standardprogression)
camouflage (cat-subterfuge-mechanics, rebonus, embonus, standardprogression)
disarmingtraps (cat-subterfuge-mechanics, rebonus, sdbonus, standardprogression)
disguise (cat-subterfuge-mechanics, rebonus, prbonus, standardprogression)
counterfeiting (cat-subterfuge-mechanics, rebonus, rebonus, standardprogression)
forgery1 (cat-subterfuge-mechanics, rebonus, rebonus, standardprogression)
hidingitems (cat-subterfuge-mechanics, rebonus, rebonus, standardprogression)
picklocks (cat-subterfuge-mechanics, rebonus, rebonus, standardprogression)
settraps (cat-subterfuge-mechanics, rebonus, sdbonus, standardprogression)
trapbuilding (cat-subterfuge-mechanics, rebonus, rebonus, standardprogression)
usepoison (cat-subterfuge-mechanics, rebonus, sdbonus, standardprogression)
subtermech1 (cat-subterfuge-mechanics, rebonus, **dropdown**, standardprogression)
subtermech2 (cat-subterfuge-mechanics, rebonus, **dropdown**, standardprogression)
hiding (cat-subterfuge-stealth, inbonus, inbonus, standardprogression)
pickpockets (cat-subterfuge-stealth, inbonus, prbonus, standardprogression)
stalking (cat-subterfuge-stealth, inbonus, sdbonus, standardprogression)
trickery (cat-subterfuge-stealth, inbonus, prbonus, standardprogression)
begging (cat-tech-general, sdbonus, prbonus, standardprogression)
firstaid (cat-tech-general, sdbonus, embonus, standardprogression)
gambling (cat-tech-general, sdbonus, prbonus, standardprogression)
mapping (cat-tech-general, sdbonus, sdbonus, standardprogression)
operatingequipment (cat-tech-general, sdbonus, inbonus, standardprogression)
orienteering (cat-tech-general, sdbonus, inbonus, standardprogression)
sailing (cat-tech-general, sdbonus, sdbonus, standardprogression)
tacticalgames (cat-tech-general, sdbonus, sdbonus, standardprogression)
useprepherbs (cat-tech-general, sdbonus, agbonus, standardprogression)
advertising (cat-tech-professional, inbonus, inbonus, combinedprogression)
architecture (cat-tech-professional, inbonus, inbonus, combinedprogression)
diagnostics1 (cat-tech-professional, inbonus, embonus, combinedprogression)
dowsing (cat-tech-professional, inbonus, inbonus, combinedprogression)
engineering1 (cat-tech-professional, inbonus, inbonus, combinedprogression)
mechanition1 (cat-tech-professional, inbonus, agbonus, combinedprogression)
militaryorg1 (cat-tech-professional, inbonus, inbonus, combinedprogression)
mining1 (cat-tech-professional, inbonus, inbonus, combinedprogression)
secondaid (cat-tech-professional, inbonus, embonus, combinedprogression)
surgery (cat-tech-professional, inbonus, embonus, combinedprogression)
techprof1 (cat-tech-professional, inbonus, **dropdown**, combinedprogression)
techprof2 (cat-tech-professional, inbonus, **dropdown**, combinedprogression)
techprof3 (cat-tech-professional, inbonus, **dropdown**, combinedprogression)
administration (cat-tech-vocational, rebonus, prbonus, combinedprogression)
appraisal (cat-tech-vocational, rebonus, rebonus, combinedprogression)
boatpilot1 (cat-tech-vocational, rebonus, agbonus, combinedprogression)
cartography (cat-tech-vocational, rebonus, rebonus, combinedprogression)
evalarmor (cat-tech-vocational, rebonus, rebonus, combinedprogression)
evalmetal (cat-tech-vocational, rebonus, rebonus, combinedprogression)
evalstone (cat-tech-vocational, rebonus, rebonus, combinedprogression)
evalweapon (cat-tech-vocational, rebonus, rebonus, combinedprogression)
gimmickry (cat-tech-vocational, rebonus, rebonus, combinedprogression)
hypnosis (cat-tech-vocational, rebonus, embonus, combinedprogression)
midwifery (cat-tech-vocational, rebonus, embonus, combinedprogression)
navigation (cat-tech-vocational, rebonus, rebonus, combinedprogression)
prepareherbs (cat-tech-vocational, rebonus, agbonus, combinedprogression)
preparepoisons (cat-tech-vocational, rebonus, sdbonus, combinedprogression)
siegeengineering (cat-tech-vocational, rebonus, rebonus, combinedprogression)
tactics (cat-tech-vocational, rebonus, rebonus, combinedprogression)
techvoc1 (cat-tech-vocational, rebonus, **dropdown**, combinedprogression)
techvoc2 (cat-tech-vocational, rebonus, **dropdown**, combinedprogression)
contacting (cat-urban, rebonus, rebonus, standardprogression)
mingling (cat-urban, rebonus, agbonus, standardprogression)
scrounging (cat-urban, rebonus, rebonus, standardprogression)
streetwise (cat-urban, rebonus, embonus, standardprogression)
weapon1hc1 (cat-weapon-1hconcussion, stbonus, stbonus, standardprogression)
weapon1hc2 (cat-weapon-1hconcussion, stbonus, stbonus, standardprogression)
weapon1hc3 (cat-weapon-1hconcussion, stbonus, stbonus, standardprogression)
weapon1he1 (cat-weapon-1hedged, stbonus, agbonus, standardprogression)
weapon1he2 (cat-weapon-1hedged, stbonus, agbonus, standardprogression)
weapon1he3 (cat-weapon-1hedged, stbonus, agbonus, standardprogression)
weapon2hand1 (cat-weapon-2handed, stbonus, stbonus, standardprogression)
weapon2hand2 (cat-weapon-2handed, stbonus, stbonus, standardprogression)
weapon2hand3 (cat-weapon-2handed, stbonus, stbonus, standardprogression)
weaponmissile1 (cat-weapon-missile, agbonus, agbonus, standardprogression)
weaponmissile2 (cat-weapon-missile, agbonus, agbonus, standardprogression)
weaponmissile3 (cat-weapon-missile, agbonus, agbonus, standardprogression)
weaponmissileart1 (cat-weapon-missileartillery, rebonus, rebonus, standardprogression)
weaponmissileart2 (cat-weapon-missileartillery, rebonus, rebonus, standardprogression)
weaponmissileart3 (cat-weapon-missileartillery, rebonus, rebonus, standardprogression)
weaponpolearm1 (cat-weapon-polearms, stbonus, stbonus, standardprogression)
weaponpolearm2 (cat-weapon-polearms, stbonus, stbonus, standardprogression)
weaponpolearm3 (cat-weapon-polearms, stbonus, stbonus, standardprogression)
weaponthrown1 (cat-weapon-thrown, agbonus, agbonus, standardprogression)
weaponthrown2 (cat-weapon-thrown, agbonus, agbonus, standardprogression)
weaponthrown3 (cat-weapon-thrown, agbonus, agbonus, standardprogression)
repeating_skills_skill (no-preset-category, **dropdown stats**, **dropdown progression**)

const spellskillcategories =['cat-srob', 'cat-sropen', 'cat-srclosed', 'cat-srotherb', 'cat-oropen', 'cat-orclosed', 'cat-orbase', 'cat-arcopen', 'cat-arcclosed', 'cat-arcbase', 'cat-arcotherbase']; // the stat for all of these is 'realm'

skill category (stat, progression)
cat-srob (REALM, 0)
cat-sropen (REALM, 0)
cat-srclosed (REALM, 0)
cat-srotherb (REALM, 0)
cat-oropen (REALM, 0)
cat-orclosed (REALM, 0)
cat-orbase (REALM, 0)
cat-arcopen (REALM, 0)
cat-arcclosed (REALM, 0)
cat-arcbase (REALM, 0)
cat-arcotherbase (REALM, 0)

const spellskills = ['srob-list1', 'srob-list2', 'srob-list3', 'srob-list4', 'srob-list5', 'srob-list6', 'srob-list7', 'srob-list8', 'srob-list9', 'srob-list10', 'sropen-list1', 'sropen-list2', 'sropen-list3', 'sropen-list4', 'sropen-list5', 'sropen-list6', 'sropen-list7', 'sropen-list8', 'sropen-list9', 'sropen-list10', 'srclosed-list1', 'srclosed-list2', 'srclosed-list3', 'srclosed-list4', 'srclosed-list5', 'srclosed-list6', 'srclosed-list7', 'srclosed-list8', 'srclosed-list9', 'srclosed-list10', 'srotherb-list1', 'srotherb-list2', 'srotherb-list3', 'srotherb-list4', 'srotherb-list5', 'srotherb-list6', 'oropen-list1', 'oropen-list2', 'oropen-list3', 'oropen-list4', 'oropen-list5', 'orclosed-list1', 'orclosed-list2', 'orclosed-list3', 'orclosed-list4', 'orclosed-list5', 'orbase-list1', 'orbase-list2', 'orbase-list3', 'orbase-list4', 'orbase-list5', 'arcopen-list1', 'arcopen-list2', 'arcopen-list3', 'arcopen-list4', 'arcopen-list5', 'arcclosed-list1', 'arcclosed-list2', 'arcclosed-list3', 'arcclosed-list4', 'arcclosed-list5', 'arcbase-list1', 'arcbase-list2', 'arcbase-list3', 'arcbase-list4', 'arcbase-list5', 'arcotherbase-list1', 'arcotherbase-list2', 'arcotherbase-list3', 'arcotherbase-list4', 'arcotherbase-list5']; // spell lists don't have their own stat, they only inherit realm from the category bonus.

skill (category bonus, stat, progression)
srob-list1 (cat-srob, 0, spellprogression)
srob-list2 (cat-srob, 0, spellprogression)
srob-list3 (cat-srob, 0, spellprogression)
srob-list4 (cat-srob, 0, spellprogression)
srob-list5 (cat-srob, 0, spellprogression)
srob-list6 (cat-srob, 0, spellprogression)
srob-list7 (cat-srob, 0, spellprogression)
srob-list8 (cat-srob, 0, spellprogression)
srob-list9 (cat-srob, 0, spellprogression)
srob-list10 (cat-srob, 0, spellprogression)
sropen-list1 (cat-sropen, 0, spellprogression)
sropen-list2 (cat-sropen, 0, spellprogression)
sropen-list3 (cat-sropen, 0, spellprogression)
sropen-list4 (cat-sropen, 0, spellprogression)
sropen-list5 (cat-sropen, 0, spellprogression)
sropen-list6 (cat-sropen, 0, spellprogression)
sropen-list7 (cat-sropen, 0, spellprogression)
sropen-list8 (cat-sropen, 0, spellprogression)
sropen-list9 (cat-sropen, 0, spellprogression)
sropen-list10 (cat-sropen, 0, spellprogression)
srclosed-list1 (cat-srclosed, 0, spellprogression)
srclosed-list2 (cat-srclosed, 0, spellprogression)
srclosed-list3 (cat-srclosed, 0, spellprogression)
srclosed-list4 (cat-srclosed, 0, spellprogression)
srclosed-list5 (cat-srclosed, 0, spellprogression)
srclosed-list6 (cat-srclosed, 0, spellprogression)
srclosed-list7 (cat-srclosed, 0, spellprogression)
srclosed-list8 (cat-srclosed, 0, spellprogression)
srclosed-list9 (cat-srclosed, 0, spellprogression)
srclosed-list10 (cat-srclosed, 0, spellprogression)
srotherb-list1 (cat-srotherb, 0, spellprogression)
srotherb-list2 (cat-srotherb, 0, spellprogression)
srotherb-list3 (cat-srotherb, 0, spellprogression)
srotherb-list4 (cat-srotherb, 0, spellprogression)
srotherb-list5 (cat-srotherb, 0, spellprogression)
srotherb-list6 (cat-srotherb, 0, spellprogression)
oropen-list1 (cat-oropen, 0, spellprogression)
oropen-list2 (cat-oropen, 0, spellprogression)
oropen-list3 (cat-oropen, 0, spellprogression)
oropen-list4 (cat-oropen, 0, spellprogression)
oropen-list5 (cat-oropen, 0, spellprogression)
orclosed-list1 (cat-orclosed, 0, spellprogression)
orclosed-list2 (cat-orclosed, 0, spellprogression)
orclosed-list3 (cat-orclosed, 0, spellprogression)
orclosed-list4 (cat-orclosed, 0, spellprogression)
orclosed-list5 (cat-orclosed, 0, spellprogression)
orbase-list1 (cat-orbase, 0, spellprogression)
orbase-list2 (cat-orbase, 0, spellprogression)
orbase-list3 (cat-orbase, 0, spellprogression)
orbase-list4 (cat-orbase, 0, spellprogression)
orbase-list5 (cat-orbase, 0, spellprogression)
arcopen-list1 (cat-arcopen, 0, spellprogression)
arcopen-list2 (cat-arcopen, 0, spellprogression)
arcopen-list3 (cat-arcopen, 0, spellprogression)
arcopen-list4 (cat-arcopen, 0, spellprogression)
arcopen-list5 (cat-arcopen, 0, spellprogression)
arcclosed-list1 (cat-arcclosed, 0, spellprogression)
arcclosed-list2 (cat-arcclosed, 0, spellprogression)
arcclosed-list3 (cat-arcclosed, 0, spellprogression)
arcclosed-list4 (cat-arcclosed, 0, spellprogression)
arcclosed-list5 (cat-arcclosed, 0, spellprogression)
arcbase-list1 (cat-arcbase, 0, spellprogression)
arcbase-list2 (cat-arcbase, 0, spellprogression)
arcbase-list3 (cat-arcbase, 0, spellprogression)
arcbase-list4 (cat-arcbase, 0, spellprogression)
arcbase-list5 (cat-arcbase, 0, spellprogression)
arcotherbase-list1 (cat-arcotherbase, 0, spellprogression)
arcotherbase-list2 (cat-arcotherbase, 0, spellprogression)
arcotherbase-list3 (cat-arcotherbase, 0, spellprogression)
arcotherbase-list4 (cat-arcotherbase, 0, spellprogression)
arcotherbase-list5 (cat-arcotherbase, 0, spellprogression)

const skillbonussuffixes = ['ranks', 'rankbonus', 'stat', 'catbonus', 'specialmod', 'itemmod', 'statbonus', 'specialbonus', 'itembonus', 'profbonus']; // technically some of these are for skills and some are for skill categories but I was treating them the same when I calculated them. Statbonus, profbonus, specialbonus, and itembonus are category only.   Stat, catbonus, specialmod, and itemmod, are skill only. Rank and rankbonus are for both. Category is 'cat-name-suffix', skill is 'namesuffix' for skills.  Spell lists are 'cat-namesuffix' and 'catname-list#suffix' and only use the category suffixes even for the individual list skill.  Because I can apparently only keep a naming convention going so far.  
const specialskills = ['bodydev', 'ppdev'];  // bodydev uses 3 stats: cobonus*2+sdbonus.  ppdev uses only realm.  both use ranks, rankbonus, stat, catbonus, specialmod, and itemmod.  In this case, catbonus takes the professionbonus if one exists.  Bodydev has a special (hidden) +10 added to it's calculation.

bodydev (cobonus, sdbonus, cobonus, bodydevprog)
ppdev (realm, ppdevprog)

